"","long","lat","group","order","region","subregion"
"1",-109.04532623291,35.9989395141602,68,3160,"arizona","apache"
"2",-109.051063537598,34.9504280090332,68,3161,"arizona","apache"
"3",-109.051063537598,34.5722732543945,68,3162,"arizona","apache"
"4",-109.056785583496,33.7758636474609,68,3163,"arizona","apache"
"5",-109.165649414062,33.7758636474609,68,3164,"arizona","apache"
"6",-109.291702270508,33.7758636474609,68,3165,"arizona","apache"
"7",-109.326080322266,33.7815933227539,68,3166,"arizona","apache"
"8",-109.348991394043,33.770133972168,68,3167,"arizona","apache"
"9",-109.360450744629,33.7529449462891,68,3168,"arizona","apache"
"10",-109.360450744629,33.7300262451172,68,3169,"arizona","apache"
"11",-109.406288146973,33.7185668945312,68,3170,"arizona","apache"
"12",-109.446395874023,33.7128372192383,68,3171,"arizona","apache"
"13",-109.480773925781,33.6784591674805,68,3172,"arizona","apache"
"14",-109.480773925781,33.6555404663086,68,3173,"arizona","apache"
"15",-109.503700256348,33.6498107910156,68,3174,"arizona","apache"
"16",-109.520881652832,33.6440811157227,68,3175,"arizona","apache"
"17",-109.526611328125,33.6326217651367,68,3176,"arizona","apache"
"18",-109.566719055176,33.6268920898438,68,3177,"arizona","apache"
"19",-109.658393859863,33.5982437133789,68,3178,"arizona","apache"
"20",-109.681304931641,33.5524101257324,68,3179,"arizona","apache"
"21",-109.727142333984,33.5352210998535,68,3180,"arizona","apache"
"22",-109.732879638672,33.5065727233887,68,3181,"arizona","apache"
"23",-109.761520385742,33.4893836975098,68,3182,"arizona","apache"
"24",-109.795906066895,33.4893836975098,68,3183,"arizona","apache"
"25",-109.807357788086,33.5008430480957,68,3184,"arizona","apache"
"26",-109.836013793945,33.5008430480957,68,3185,"arizona","apache"
"27",-109.85319519043,33.5409469604492,68,3186,"arizona","apache"
"28",-109.887573242188,33.5524101257324,68,3187,"arizona","apache"
"29",-109.881843566895,33.7071075439453,68,3188,"arizona","apache"
"30",-109.858924865723,33.7128372192383,68,3189,"arizona","apache"
"31",-109.858924865723,34.1310958862305,68,3190,"arizona","apache"
"32",-109.847465515137,34.1368255615234,68,3191,"arizona","apache"
"33",-109.847465515137,34.3144416809082,68,3192,"arizona","apache"
"34",-109.847465515137,34.6467590332031,68,3193,"arizona","apache"
"35",-109.847465515137,35.1395034790039,68,3194,"arizona","apache"
"36",-109.847465515137,35.5176544189453,68,3195,"arizona","apache"
"37",-109.824554443359,35.5233840942383,68,3196,"arizona","apache"
"38",-109.830284118652,35.6437034606934,68,3197,"arizona","apache"
"39",-110.002166748047,35.6494331359863,68,3198,"arizona","apache"
"40",-110.00789642334,36.2911491394043,68,3199,"arizona","apache"
"41",-110.00789642334,36.8125381469727,68,3200,"arizona","apache"
"42",-110.00789642334,37.0016136169434,68,3201,"arizona","apache"
"43",-109.933410644531,36.9958839416504,68,3202,"arizona","apache"
"44",-109.715682983398,36.9958839416504,68,3203,"arizona","apache"
"45",-109.41202545166,36.9958839416504,68,3204,"arizona","apache"
"46",-109.148460388184,36.9958839416504,68,3205,"arizona","apache"
"47",-109.039596557617,36.9958839416504,68,3206,"arizona","apache"
"48",-109.04532623291,35.9989395141602,68,3207,"arizona","apache"
"49",-110.466262817383,31.7418632507324,69,3209,"arizona","cochise"
"50",-110.466262817383,32.4236831665039,69,3210,"arizona","cochise"
"51",-109.188568115234,32.4236831665039,69,3211,"arizona","cochise"
"52",-109.056785583496,32.4236831665039,69,3212,"arizona","cochise"
"53",-109.056785583496,31.3522510528564,69,3213,"arizona","cochise"
"54",-109.234405517578,31.3522510528564,69,3214,"arizona","cochise"
"55",-109.624015808105,31.3465213775635,69,3215,"arizona","cochise"
"56",-109.996437072754,31.3522510528564,69,3216,"arizona","cochise"
"57",-110.351669311523,31.3522510528564,69,3217,"arizona","cochise"
"58",-110.477722167969,31.3522510528564,69,3218,"arizona","cochise"
"59",-110.477722167969,31.4611110687256,69,3219,"arizona","cochise"
"60",-110.477722167969,31.6559181213379,69,3220,"arizona","cochise"
"61",-110.466262817383,31.6559181213379,69,3221,"arizona","cochise"
"62",-110.466262817383,31.7418632507324,69,3222,"arizona","cochise"
"63",-111.319969177246,37.0016136169434,70,3224,"arizona","coconino"
"64",-111.25121307373,36.9958839416504,70,3225,"arizona","coconino"
"65",-111.125160217285,36.9958839416504,70,3226,"arizona","coconino"
"66",-110.844413757324,37.0016136169434,70,3227,"arizona","coconino"
"67",-110.75846862793,36.9958839416504,70,3228,"arizona","coconino"
"68",-110.75846862793,36.8068084716797,70,3229,"arizona","coconino"
"69",-110.752738952637,36.4057388305664,70,3230,"arizona","coconino"
"70",-110.752738952637,35.8671569824219,70,3231,"arizona","coconino"
"71",-110.752738952637,35.3343086242676,70,3232,"arizona","coconino"
"72",-110.752738952637,34.8472938537598,70,3233,"arizona","coconino"
"73",-110.752738952637,34.2628746032715,70,3234,"arizona","coconino"
"74",-110.775665283203,34.2686042785645,70,3235,"arizona","coconino"
"75",-110.775665283203,34.2972526550293,70,3236,"arizona","coconino"
"76",-110.781394958496,34.3144416809082,70,3237,"arizona","coconino"
"77",-110.792846679688,34.3144416809082,70,3238,"arizona","coconino"
"78",-110.79857635498,34.3029823303223,70,3239,"arizona","coconino"
"79",-110.821502685547,34.3087120056152,70,3240,"arizona","coconino"
"80",-110.832954406738,34.3144416809082,70,3241,"arizona","coconino"
"81",-110.844413757324,34.3087120056152,70,3242,"arizona","coconino"
"82",-110.832954406738,34.3029823303223,70,3243,"arizona","coconino"
"83",-110.827224731445,34.2915229797363,70,3244,"arizona","coconino"
"84",-110.832954406738,34.2857933044434,70,3245,"arizona","coconino"
"85",-110.844413757324,34.2686042785645,70,3246,"arizona","coconino"
"86",-110.844413757324,34.2571449279785,70,3247,"arizona","coconino"
"87",-110.873062133789,34.2857933044434,70,3248,"arizona","coconino"
"88",-110.91316986084,34.2972526550293,70,3249,"arizona","coconino"
"89",-110.97046661377,34.3201713562012,70,3250,"arizona","coconino"
"90",-110.981925964355,34.3373603820801,70,3251,"arizona","coconino"
"91",-111.022033691406,34.354549407959,70,3252,"arizona","coconino"
"92",-111.033485412598,34.354549407959,70,3253,"arizona","coconino"
"93",-111.044952392578,34.343090057373,70,3254,"arizona","coconino"
"94",-111.06787109375,34.354549407959,70,3255,"arizona","coconino"
"95",-111.062141418457,34.3774681091309,70,3256,"arizona","coconino"
"96",-111.06787109375,34.3831977844238,70,3257,"arizona","coconino"
"97",-111.085052490234,34.3831977844238,70,3258,"arizona","coconino"
"98",-111.096519470215,34.3889274597168,70,3259,"arizona","coconino"
"99",-111.113700866699,34.3889274597168,70,3260,"arizona","coconino"
"100",-111.125160217285,34.3889274597168,70,3261,"arizona","coconino"
"101",-111.136627197266,34.3889274597168,70,3262,"arizona","coconino"
"102",-111.142356872559,34.3774681091309,70,3263,"arizona","coconino"
"103",-111.153816223145,34.3717384338379,70,3264,"arizona","coconino"
"104",-111.165267944336,34.3831977844238,70,3265,"arizona","coconino"
"105",-111.170997619629,34.3889274597168,70,3266,"arizona","coconino"
"106",-111.182464599609,34.4061164855957,70,3267,"arizona","coconino"
"107",-111.199645996094,34.4061164855957,70,3268,"arizona","coconino"
"108",-111.21110534668,34.4118461608887,70,3269,"arizona","coconino"
"109",-111.239753723145,34.4347648620605,70,3270,"arizona","coconino"
"110",-111.256942749023,34.4404945373535,70,3271,"arizona","coconino"
"111",-111.285591125488,34.4404945373535,70,3272,"arizona","coconino"
"112",-111.297050476074,34.4347648620605,70,3273,"arizona","coconino"
"113",-111.314239501953,34.4233016967773,70,3274,"arizona","coconino"
"114",-111.337158203125,34.4175758361816,70,3275,"arizona","coconino"
"115",-111.360076904297,34.4233016967773,70,3276,"arizona","coconino"
"116",-111.36580657959,34.4347648620605,70,3277,"arizona","coconino"
"117",-111.377265930176,34.4347648620605,70,3278,"arizona","coconino"
"118",-111.388725280762,34.4347648620605,70,3279,"arizona","coconino"
"119",-111.400184631348,34.4233016967773,70,3280,"arizona","coconino"
"120",-111.400184631348,34.4118461608887,70,3281,"arizona","coconino"
"121",-111.394454956055,34.4003829956055,70,3282,"arizona","coconino"
"122",-111.388725280762,34.3889274597168,70,3283,"arizona","coconino"
"123",-111.388725280762,34.3831977844238,70,3284,"arizona","coconino"
"124",-111.400184631348,34.3774681091309,70,3285,"arizona","coconino"
"125",-111.417373657227,34.3831977844238,70,3286,"arizona","coconino"
"126",-111.428833007812,34.3889274597168,70,3287,"arizona","coconino"
"127",-111.434562683105,34.4118461608887,70,3288,"arizona","coconino"
"128",-111.434562683105,34.4233016967773,70,3289,"arizona","coconino"
"129",-111.42310333252,34.4290351867676,70,3290,"arizona","coconino"
"130",-111.411643981934,34.4233016967773,70,3291,"arizona","coconino"
"131",-111.400184631348,34.4290351867676,70,3292,"arizona","coconino"
"132",-111.405914306641,34.4404945373535,70,3293,"arizona","coconino"
"133",-111.417373657227,34.4462203979492,70,3294,"arizona","coconino"
"134",-111.434562683105,34.4404945373535,70,3295,"arizona","coconino"
"135",-111.457481384277,34.4404945373535,70,3296,"arizona","coconino"
"136",-111.457481384277,34.4290351867676,70,3297,"arizona","coconino"
"137",-111.46321105957,34.4175758361816,70,3298,"arizona","coconino"
"138",-111.468940734863,34.4118461608887,70,3299,"arizona","coconino"
"139",-111.474670410156,34.4233016967773,70,3300,"arizona","coconino"
"140",-111.468940734863,34.4347648620605,70,3301,"arizona","coconino"
"141",-111.474670410156,34.4347648620605,70,3302,"arizona","coconino"
"142",-111.491851806641,34.4347648620605,70,3303,"arizona","coconino"
"143",-111.503318786621,34.4290351867676,70,3304,"arizona","coconino"
"144",-111.514778137207,34.4233016967773,70,3305,"arizona","coconino"
"145",-111.531959533691,34.4233016967773,70,3306,"arizona","coconino"
"146",-111.537689208984,34.4290351867676,70,3307,"arizona","coconino"
"147",-111.560615539551,34.4404945373535,70,3308,"arizona","coconino"
"148",-111.560615539551,34.801456451416,70,3309,"arizona","coconino"
"149",-111.778335571289,34.801456451416,70,3310,"arizona","coconino"
"150",-111.789794921875,34.9733467102051,70,3311,"arizona","coconino"
"151",-111.806983947754,34.9790725708008,70,3312,"arizona","coconino"
"152",-111.812713623047,34.9733467102051,70,3313,"arizona","coconino"
"153",-112.339836120605,34.9618835449219,70,3314,"arizona","coconino"
"154",-112.339836120605,35.1509590148926,70,3315,"arizona","coconino"
"155",-112.437232971191,35.1509590148926,70,3316,"arizona","coconino"
"156",-112.437232971191,35.254093170166,70,3317,"arizona","coconino"
"157",-112.465888977051,35.254093170166,70,3318,"arizona","coconino"
"158",-112.488800048828,35.2426338195801,70,3319,"arizona","coconino"
"159",-112.557556152344,35.2369041442871,70,3320,"arizona","coconino"
"160",-112.632049560547,35.3056564331055,70,3321,"arizona","coconino"
"161",-112.695068359375,35.3113899230957,70,3322,"arizona","coconino"
"162",-112.729446411133,35.3056564331055,70,3323,"arizona","coconino"
"163",-112.952903747559,35.3572273254395,70,3324,"arizona","coconino"
"164",-112.987274169922,35.397331237793,70,3325,"arizona","coconino"
"165",-113.164894104004,35.5004653930664,70,3326,"arizona","coconino"
"166",-113.210731506348,35.5061950683594,70,3327,"arizona","coconino"
"167",-113.262298583984,35.5233840942383,70,3328,"arizona","coconino"
"168",-113.325325012207,35.5233840942383,70,3329,"arizona","coconino"
"169",-113.3310546875,35.6666221618652,70,3330,"arizona","coconino"
"170",-113.325325012207,35.8213195800781,70,3331,"arizona","coconino"
"171",-113.302398681641,35.8728866577148,70,3332,"arizona","coconino"
"172",-113.313865661621,35.901538848877,70,3333,"arizona","coconino"
"173",-113.313865661621,35.9588317871094,70,3334,"arizona","coconino"
"174",-113.342506408691,36.0046691894531,70,3335,"arizona","coconino"
"175",-113.348236083984,36.0447769165039,70,3336,"arizona","coconino"
"176",-113.319595336914,36.0791511535645,70,3337,"arizona","coconino"
"177",-113.290946960449,36.0906105041504,70,3338,"arizona","coconino"
"178",-113.250839233398,36.0848846435547,70,3339,"arizona","coconino"
"179",-113.222190856934,36.0848846435547,70,3340,"arizona","coconino"
"180",-113.199272155762,36.1020698547363,70,3341,"arizona","coconino"
"181",-113.182083129883,36.1421775817871,70,3342,"arizona","coconino"
"182",-113.164894104004,36.159366607666,70,3343,"arizona","coconino"
"183",-113.11905670166,36.1708221435547,70,3344,"arizona","coconino"
"184",-113.050300598145,36.1937408447266,70,3345,"arizona","coconino"
"185",-113.02165222168,36.2281227111816,70,3346,"arizona","coconino"
"186",-112.952903747559,36.2223930358887,70,3347,"arizona","coconino"
"187",-112.763824462891,36.2796859741211,70,3348,"arizona","coconino"
"188",-112.746635437012,36.2911491394043,70,3349,"arizona","coconino"
"189",-112.712257385254,36.3083343505859,70,3350,"arizona","coconino"
"190",-112.72371673584,36.3369827270508,70,3351,"arizona","coconino"
"191",-112.695068359375,36.3427124023438,70,3352,"arizona","coconino"
"192",-112.683609008789,36.3255233764648,70,3353,"arizona","coconino"
"193",-112.654960632324,36.3369827270508,70,3354,"arizona","coconino"
"194",-112.603393554688,36.3942794799805,70,3355,"arizona","coconino"
"195",-112.654960632324,36.4171943664551,70,3356,"arizona","coconino"
"196",-112.677879333496,36.4573059082031,70,3357,"arizona","coconino"
"197",-112.672149658203,36.5203285217285,70,3358,"arizona","coconino"
"198",-112.632049560547,36.5547065734863,70,3359,"arizona","coconino"
"199",-112.614852905273,36.5948143005371,70,3360,"arizona","coconino"
"200",-112.632049560547,36.6406517028809,70,3361,"arizona","coconino"
"201",-112.632049560547,36.6864852905273,70,3362,"arizona","coconino"
"202",-112.580474853516,36.8583755493164,70,3363,"arizona","coconino"
"203",-112.557556152344,36.9042129516602,70,3364,"arizona","coconino"
"204",-112.534637451172,36.9500503540039,70,3365,"arizona","coconino"
"205",-112.540374755859,36.9958839416504,70,3366,"arizona","coconino"
"206",-112.414321899414,36.9958839416504,70,3367,"arizona","coconino"
"207",-112.208053588867,36.9958839416504,70,3368,"arizona","coconino"
"208",-111.950225830078,37.0016136169434,70,3369,"arizona","coconino"
"209",-111.686668395996,37.0016136169434,70,3370,"arizona","coconino"
"210",-111.411643981934,37.0016136169434,70,3371,"arizona","coconino"
"211",-111.319969177246,37.0016136169434,70,3372,"arizona","coconino"
"212",-110.752738952637,34.2628746032715,71,3374,"arizona","gila"
"213",-110.752738952637,34.0050468444824,71,3375,"arizona","gila"
"214",-110.00789642334,33.9993171691895,71,3376,"arizona","gila"
"215",-110.013626098633,33.586784362793,71,3377,"arizona","gila"
"216",-110.013626098633,33.4721946716309,71,3378,"arizona","gila"
"217",-110.237083435059,33.4721946716309,71,3379,"arizona","gila"
"218",-110.300102233887,33.437816619873,71,3380,"arizona","gila"
"219",-110.351669311523,33.437816619873,71,3381,"arizona","gila"
"220",-110.368865966797,33.4034385681152,71,3382,"arizona","gila"
"221",-110.40323638916,33.4034385681152,71,3383,"arizona","gila"
"222",-110.449073791504,33.3576011657715,71,3384,"arizona","gila"
"223",-110.454803466797,33.2888450622559,71,3385,"arizona","gila"
"224",-110.437614440918,33.2487411499023,71,3386,"arizona","gila"
"225",-110.40323638916,33.1971740722656,71,3387,"arizona","gila"
"226",-110.420425415039,33.1971740722656,71,3388,"arizona","gila"
"227",-110.46053314209,33.2029037475586,71,3389,"arizona","gila"
"228",-110.483451843262,33.1914443969727,71,3390,"arizona","gila"
"229",-110.506370544434,33.1914443969727,71,3391,"arizona","gila"
"230",-110.552207946777,33.1627998352051,71,3392,"arizona","gila"
"231",-110.586578369141,33.1456069946289,71,3393,"arizona","gila"
"232",-110.620956420898,33.1456069946289,71,3394,"arizona","gila"
"233",-110.661064147949,33.1169624328613,71,3395,"arizona","gila"
"234",-110.678253173828,33.0940437316895,71,3396,"arizona","gila"
"235",-110.712631225586,33.0825843811035,71,3397,"arizona","gila"
"236",-110.729827880859,33.0138282775879,71,3398,"arizona","gila"
"237",-110.764198303223,32.985179901123,71,3399,"arizona","gila"
"238",-110.792846679688,32.985179901123,71,3400,"arizona","gila"
"239",-110.930358886719,33.2430114746094,71,3401,"arizona","gila"
"240",-110.959007263184,33.2773895263672,71,3402,"arizona","gila"
"241",-110.97046661377,33.3289566040039,71,3403,"arizona","gila"
"242",-111.016304016113,33.4320907592773,71,3404,"arizona","gila"
"243",-111.044952392578,33.4607353210449,71,3405,"arizona","gila"
"244",-111.056411743164,33.5008430480957,71,3406,"arizona","gila"
"245",-111.06787109375,33.5123023986816,71,3407,"arizona","gila"
"246",-111.165267944336,33.6784591674805,71,3408,"arizona","gila"
"247",-111.170997619629,33.6784591674805,71,3409,"arizona","gila"
"248",-111.188194274902,33.6669998168945,71,3410,"arizona","gila"
"249",-111.21110534668,33.6498107910156,71,3411,"arizona","gila"
"250",-111.21110534668,33.6326217651367,71,3412,"arizona","gila"
"251",-111.228302001953,33.6154365539551,71,3413,"arizona","gila"
"252",-111.245483398438,33.6211624145508,71,3414,"arizona","gila"
"253",-111.268402099609,33.638355255127,71,3415,"arizona","gila"
"254",-111.30850982666,33.6899185180664,71,3416,"arizona","gila"
"255",-111.337158203125,33.6956481933594,71,3417,"arizona","gila"
"256",-111.331428527832,33.7300262451172,71,3418,"arizona","gila"
"257",-111.348617553711,33.7472152709961,71,3419,"arizona","gila"
"258",-111.388725280762,33.7529449462891,71,3420,"arizona","gila"
"259",-111.377265930176,33.7930526733398,71,3421,"arizona","gila"
"260",-111.388725280762,33.8045082092285,71,3422,"arizona","gila"
"261",-111.371536254883,33.8331565856934,71,3423,"arizona","gila"
"262",-111.394454956055,33.8503456115723,71,3424,"arizona","gila"
"263",-111.394454956055,33.8847236633301,71,3425,"arizona","gila"
"264",-111.405914306641,33.9133720397949,71,3426,"arizona","gila"
"265",-111.446014404297,33.9248313903809,71,3427,"arizona","gila"
"266",-111.451751708984,33.9534797668457,71,3428,"arizona","gila"
"267",-111.434562683105,33.9821281433105,71,3429,"arizona","gila"
"268",-111.434562683105,33.9993171691895,71,3430,"arizona","gila"
"269",-111.440292358398,34.0222358703613,71,3431,"arizona","gila"
"270",-111.468940734863,34.0279655456543,71,3432,"arizona","gila"
"271",-111.474670410156,34.0566101074219,71,3433,"arizona","gila"
"272",-111.46321105957,34.0737991333008,71,3434,"arizona","gila"
"273",-111.468940734863,34.0967178344727,71,3435,"arizona","gila"
"274",-111.486122131348,34.1253662109375,71,3436,"arizona","gila"
"275",-111.46321105957,34.1540107727051,71,3437,"arizona","gila"
"276",-111.709579467773,34.1540107727051,71,3438,"arizona","gila"
"277",-111.686668395996,34.2055816650391,71,3439,"arizona","gila"
"278",-111.698120117188,34.2399559020996,71,3440,"arizona","gila"
"279",-111.669471740723,34.2800636291504,71,3441,"arizona","gila"
"280",-111.680938720703,34.3029823303223,71,3442,"arizona","gila"
"281",-111.680938720703,34.3201713562012,71,3443,"arizona","gila"
"282",-111.646560668945,34.343090057373,71,3444,"arizona","gila"
"283",-111.652282714844,34.3774681091309,71,3445,"arizona","gila"
"284",-111.635101318359,34.4118461608887,71,3446,"arizona","gila"
"285",-111.600723266602,34.4118461608887,71,3447,"arizona","gila"
"286",-111.589263916016,34.4290351867676,71,3448,"arizona","gila"
"287",-111.560615539551,34.4404945373535,71,3449,"arizona","gila"
